frame,pts_time,size,type
frame,0.000000,28624,I
frame,0.041667,1116,B
frame,0.083333,1576,B
frame,0.125000,868,B
frame,0.166667,3985,P
frame,0.208333,913,B
frame,0.250000,1358,B
frame,0.291667,846,B
frame,0.333333,3830,P
frame,0.375000,917,B
frame,0.416667,1509,B
frame,0.458333,870,B
frame,0.500000,3910,P
frame,0.541667,857,B
frame,0.583333,1134,B
frame,0.625000,603,B
frame,0.666667,5139,P
frame,0.708333,949,B
frame,0.750000,1412,B
frame,0.791667,839,B
frame,0.833333,7954,P
frame,0.875000,1382,B
frame,0.916667,1858,B
frame,0.958333,994,B
frame,1.000000,8940,P
frame,1.041667,1190,B
frame,1.083333,1588,B
frame,1.125000,968,B
frame,1.166667,9948,P
frame,1.208333,1198,B
frame,1.250000,1893,B
frame,1.291667,1093,B
frame,1.333333,9577,P
frame,1.375000,1378,B
frame,1.416667,2476,B
frame,1.458333,1606,B
frame,1.500000,8632,P
frame,1.541667,2383,B
frame,1.583333,3791,B
frame,1.625000,2140,B
frame,1.666667,12710,P
frame,1.708333,2049,B
frame,1.750000,2507,B
frame,1.791667,1600,B
frame,1.833333,9512,P
frame,1.875000,1905,B
frame,1.916667,3375,B
frame,1.958333,2191,B
frame,2.000000,8644,P
frame,2.041667,2757,B
frame,2.083333,4145,B
frame,2.125000,2121,B
frame,2.166667,14527,P
frame,2.208333,1967,B
frame,2.250000,2766,B
frame,2.291667,1479,B
frame,2.333333,11826,P
frame,2.375000,1668,B
frame,2.416667,2255,B
frame,2.458333,1279,B
frame,2.500000,11172,P
frame,2.541667,1498,B
frame,2.583333,2316,B
frame,2.625000,1356,B
frame,2.666667,6900,P
frame,2.708333,1714,B
frame,2.750000,2340,B
frame,2.791667,1424,B
frame,2.833333,7374,P
frame,2.875000,2000,B
frame,2.916667,2933,B
frame,2.958333,1710,B
frame,3.000000,8372,P
frame,3.041667,2048,B
frame,3.083333,3250,B
frame,3.125000,1710,B
frame,3.166667,9337,P
frame,3.208333,1887,B
frame,3.250000,4136,B
frame,3.291667,2401,B
frame,3.333333,8658,P
frame,3.375000,2517,B
frame,3.416667,4881,B
frame,3.458333,2694,B
frame,3.500000,10428,P
frame,3.541667,2962,B
frame,3.583333,4878,B
frame,3.625000,2631,B
frame,3.666667,11945,P
frame,3.708333,3126,B
frame,3.750000,4379,B
frame,3.791667,2356,B
frame,3.833333,12233,P
frame,3.875000,1645,B
frame,3.916667,2726,B
frame,3.958333,1556,B
frame,4.000000,9724,P
frame,4.041667,1166,B
frame,4.083333,2031,B
frame,4.125000,1260,B
frame,4.166667,5282,P
frame,4.208333,1566,B
frame,4.250000,2499,B
frame,4.291667,1507,B
frame,4.333333,7687,P
frame,4.375000,2034,B
frame,4.416667,2706,B
frame,4.458333,1538,B
frame,4.500000,10762,P
frame,4.541667,1794,B
frame,4.583333,2263,B
frame,4.625000,1351,B
frame,4.666667,7415,P
frame,4.708333,1561,B
frame,4.750000,2116,B
frame,4.791667,1184,B
frame,4.833333,6883,P
frame,4.875000,1548,B
frame,4.916667,1955,B
frame,4.958333,1265,B
frame,5.000000,9727,P
frame,5.041667,1704,B
frame,5.083333,2173,B
frame,5.125000,1392,B
frame,5.166667,9155,P
frame,5.208333,1396,B
frame,5.250000,1885,B
frame,5.291667,1253,B
frame,5.333333,7485,P
frame,5.375000,1484,B
frame,5.416667,2506,B
frame,5.458333,1485,B
frame,5.500000,6876,P
frame,5.541667,1832,B
frame,5.583333,3064,B
frame,5.625000,1844,B
frame,5.666667,9517,P
frame,5.708333,1861,B
frame,5.750000,2547,B
frame,5.791667,1430,B
frame,5.833333,9837,P
frame,5.875000,1920,B
frame,5.916667,2158,B
frame,5.958333,1351,B
frame,6.000000,10226,P
frame,6.041667,1827,B
frame,6.083333,2761,B
frame,6.125000,1530,B
frame,6.166667,8462,P
frame,6.208333,1999,B
frame,6.250000,2556,B
frame,6.291667,1504,B
frame,6.333333,7812,P
frame,6.375000,1284,B
frame,6.416667,2043,B
frame,6.458333,1178,B
frame,6.500000,6018,P
frame,6.541667,1648,B
frame,6.583333,2339,B
frame,6.625000,1450,B
frame,6.666667,6489,P
frame,6.708333,1597,B
frame,6.750000,2416,B
frame,6.791667,1590,B
frame,6.833333,7078,P
frame,6.875000,2029,B
frame,6.916667,3681,B
frame,6.958333,2357,B
frame,7.000000,10264,P
frame,7.041667,2399,B
frame,7.083333,3361,B
frame,7.125000,1734,B
frame,7.166667,10577,P
frame,7.208333,1985,B
frame,7.250000,3115,B
frame,7.291667,1928,B
frame,7.333333,11206,P
frame,7.375000,2179,B
frame,7.416667,3528,B
frame,7.458333,1805,B
frame,7.500000,9097,P
frame,7.541667,1592,B
frame,7.583333,2294,B
frame,7.625000,1363,B
frame,7.666667,7919,P
frame,7.708333,1733,B
frame,7.750000,2333,B
frame,7.791667,1426,B
frame,7.833333,8137,P
frame,7.875000,1780,B
frame,7.916667,2500,B
frame,7.958333,1397,B
frame,8.000000,8307,P
frame,8.041667,1702,B
frame,8.083333,2278,B
frame,8.125000,1431,B
frame,8.166667,9099,P
frame,8.208333,1676,B
frame,8.250000,2505,B
frame,8.291667,1477,B
frame,8.333333,7653,P
frame,8.375000,1658,B
frame,8.416667,2212,B
frame,8.458333,1420,B
frame,8.500000,6958,P
frame,8.541667,1824,B
frame,8.583333,2544,B
frame,8.625000,1468,B
frame,8.666667,7554,P
frame,8.708333,1661,B
frame,8.750000,2443,B
frame,8.791667,1513,B
frame,8.833333,6763,P
frame,8.875000,1270,B
frame,8.916667,1899,B
frame,8.958333,1240,B
frame,9.000000,4202,P
frame,9.041667,1357,B
frame,9.083333,2337,B
frame,9.125000,1299,B
frame,9.166667,5362,P
frame,9.208333,1363,B
frame,9.250000,2690,B
frame,9.291667,1764,B
frame,9.333333,5920,P
frame,9.375000,2368,B
frame,9.416667,4227,B
frame,9.458333,2791,B
frame,9.500000,12617,P
frame,9.541667,3529,B
frame,9.583333,5827,B
frame,9.625000,3254,B
frame,9.666667,13107,P
frame,9.708333,3244,B
frame,9.750000,5094,B
frame,9.791667,2590,B
frame,9.833333,13441,P
frame,9.875000,2287,B
frame,9.916667,3624,B
frame,9.958333,1997,B
frame,10.000000,10203,P
frame,10.041667,1970,B
frame,10.083333,2769,B
frame,10.125000,1536,B
frame,10.166667,8044,P
frame,10.208333,1756,B
frame,10.250000,2215,B
frame,10.291667,1238,B
frame,10.333333,7602,P
frame,10.375000,1213,P
frame,10.416667,43089,I
