frame,pts_time,size,type
frame,0.000000,201508,I
frame,0.041667,5995,B
frame,0.083333,8400,B
frame,0.125000,4945,B
frame,0.166667,51016,P
frame,0.208333,5232,B
frame,0.250000,7352,B
frame,0.291667,4630,B
frame,0.333333,50298,P
frame,0.375000,5049,B
frame,0.416667,6796,B
frame,0.458333,4490,B
frame,0.500000,45751,P
frame,0.541667,4784,B
frame,0.583333,6354,B
frame,0.625000,4098,B
frame,0.666667,41955,P
frame,0.708333,4107,B
frame,0.750000,5409,B
frame,0.791667,3647,B
frame,0.833333,29104,P
frame,0.875000,3938,B
frame,0.916667,6619,B
frame,0.958333,4526,B
frame,1.000000,20857,P
frame,1.041667,8136,B
frame,1.083333,19710,B
frame,1.125000,11699,B
frame,1.166667,44532,P
frame,1.208333,26981,B
frame,1.250000,38528,P
frame,1.291667,26084,B
frame,1.333333,66379,P
frame,1.375000,40645,P
frame,1.416667,38411,P
frame,1.458333,44062,P
frame,1.500000,13132,B
frame,1.541667,45562,P
frame,1.583333,7322,B
frame,1.625000,6143,B
frame,1.666667,3707,B
frame,1.708333,43084,P
frame,1.750000,2183,B
frame,1.791667,2877,B
frame,1.833333,1907,B
frame,1.875000,11091,P
frame,1.916667,1770,B
frame,1.958333,1752,B
frame,2.000000,5229,P
frame,2.041667,775735,I
frame,2.083333,6664,B
frame,2.125000,12438,B
frame,2.166667,7292,B
frame,2.208333,134576,P
frame,2.250000,9106,B
frame,2.291667,29806,B
frame,2.333333,11569,B
frame,2.375000,176722,P
frame,2.416667,13832,B
frame,2.458333,36737,B
frame,2.500000,14818,B
frame,2.541667,185893,P
frame,2.583333,16785,B
frame,2.625000,41273,B
frame,2.666667,19215,B
frame,2.708333,186292,P
frame,2.750000,19670,B
frame,2.791667,42259,B
frame,2.833333,19380,B
frame,2.875000,189907,P
frame,2.916667,19940,B
frame,2.958333,41786,B
frame,3.000000,18739,B
frame,3.041667,175265,P
frame,3.083333,18477,B
frame,3.125000,40485,B
frame,3.166667,16577,B
frame,3.208333,149439,P
frame,3.250000,16324,B
frame,3.291667,42465,B
frame,3.333333,16790,B
frame,3.375000,91109,P
frame,3.416667,16166,B
frame,3.458333,36449,P
frame,3.500000,592055,I
frame,3.541667,21089,B
frame,3.583333,37594,B
frame,3.625000,20746,B
frame,3.666667,103751,P
frame,3.708333,20784,B
frame,3.750000,32295,B
frame,3.791667,20163,B
frame,3.833333,113769,P
frame,3.875000,19899,B
frame,3.916667,30902,B
frame,3.958333,20869,B
frame,4.000000,125590,P
frame,4.041667,27025,B
frame,4.083333,26150,B
frame,4.125000,109281,P
frame,4.166667,29678,B
frame,4.208333,40427,B
frame,4.250000,30380,B
frame,4.291667,136525,P
frame,4.333333,83695,P
frame,4.375000,26026,B
frame,4.416667,124611,P
frame,4.458333,27510,B
frame,4.500000,34521,B
frame,4.541667,26565,B
frame,4.583333,139880,P
frame,4.625000,27843,B
frame,4.666667,34092,B
frame,4.708333,21542,B
frame,4.750000,114095,P
frame,4.791667,18715,B
frame,4.833333,31051,B
frame,4.875000,14894,B
frame,4.916667,96481,P
frame,4.958333,14393,B
frame,5.000000,32997,B
frame,5.041667,18252,B
frame,5.083333,78982,P
frame,5.125000,22926,B
frame,5.166667,33427,B
frame,5.208333,21758,B
frame,5.250000,85829,P
frame,5.291667,19756,B
frame,5.333333,26078,B
frame,5.375000,13185,B
frame,5.416667,114477,P
frame,5.458333,10315,B
frame,5.500000,16900,B
frame,5.541667,9473,B
frame,5.583333,75634,P
frame,5.625000,9019,B
frame,5.666667,14104,B
frame,5.708333,8469,B
frame,5.750000,76872,P
frame,5.791667,8345,B
frame,5.833333,13297,B
frame,5.875000,8192,B
frame,5.916667,68123,P
frame,5.958333,8584,B
frame,6.000000,16317,B
frame,6.041667,10369,B
