frame,pts_time,size,type
frame,0.000000,430465,I
frame,0.041667,89975,B
frame,0.083333,121771,B
frame,0.125000,92710,B
frame,0.166667,200594,P
frame,0.208333,82164,B
frame,0.250000,118733,B
frame,0.291667,87047,B
frame,0.333333,182915,P
frame,0.375000,86042,B
frame,0.416667,123060,B
frame,0.458333,93712,B
frame,0.500000,169622,P
frame,0.541667,79429,B
frame,0.583333,101990,B
frame,0.625000,99480,B
frame,0.666667,165861,P
frame,0.708333,101419,B
frame,0.750000,107116,B
frame,0.791667,92918,B
frame,0.833333,207111,P
frame,0.875000,84936,B
frame,0.916667,111790,B
frame,0.958333,85465,B
frame,1.000000,167013,P
frame,1.041667,122022,B
frame,1.083333,135825,B
frame,1.125000,95307,B
frame,1.166667,204978,P
frame,1.208333,120149,B
frame,1.250000,143448,B
frame,1.291667,105694,B
frame,1.333333,205550,P
frame,1.375000,99427,B
frame,1.416667,141486,B
frame,1.458333,101259,B
frame,1.500000,166910,P
frame,1.541667,103986,B
frame,1.583333,114855,B
frame,1.625000,87586,B
frame,1.666667,197159,P
frame,1.708333,87395,B
frame,1.750000,101551,B
frame,1.791667,80186,B
frame,1.833333,167531,P
frame,1.875000,101821,B
frame,1.916667,108553,B
frame,1.958333,100494,B
frame,2.000000,147285,P
frame,2.041667,89475,B
frame,2.083333,112173,B
frame,2.125000,85533,B
frame,2.166667,179995,P
frame,2.208333,81816,B
frame,2.250000,102775,B
frame,2.291667,94024,B
frame,2.333333,140156,P
frame,2.375000,128492,B
frame,2.416667,97062,B
frame,2.458333,89873,B
frame,2.500000,156551,P
frame,2.541667,72139,B
frame,2.583333,115461,B
frame,2.625000,72674,B
frame,2.666667,126707,P
frame,2.708333,64032,B
frame,2.750000,86207,B
frame,2.791667,69077,B
frame,2.833333,132895,P
frame,2.875000,62487,B
frame,2.916667,84690,B
frame,2.958333,67253,B
frame,3.000000,125221,P
frame,3.041667,69944,B
frame,3.083333,80782,B
frame,3.125000,77582,B
frame,3.166667,104042,P
frame,3.208333,80470,B
frame,3.250000,86106,B
frame,3.291667,63604,B
frame,3.333333,128110,P
frame,3.375000,66663,B
frame,3.416667,102045,P
frame,3.458333,377528,I
frame,3.500000,104191,B
frame,3.541667,142738,B
frame,3.583333,117279,B
frame,3.625000,218193,P
frame,3.666667,104943,B
frame,3.708333,138484,B
frame,3.750000,106245,B
frame,3.791667,234168,P
frame,3.833333,104586,B
frame,3.875000,134279,B
frame,3.916667,105901,B
frame,3.958333,219081,P
frame,4.000000,138971,B
frame,4.041667,134126,B
frame,4.083333,95208,B
frame,4.125000,187042,P
frame,4.166667,140367,B
frame,4.208333,163142,B
frame,4.250000,103315,B
frame,4.291667,202987,P
frame,4.333333,133852,B
