frame,pts_time,size,type
frame,0.000000,1181,I
frame,0.041667,68,B
frame,0.083333,70,P
frame,0.125000,79,P
frame,0.166667,78,P
frame,0.208333,79,P
frame,0.250000,79,P
frame,0.291667,82,P
frame,0.333333,149,P
frame,0.375000,119,P
frame,0.416667,1407,I
frame,0.458333,99,P
frame,0.500000,270,B
frame,0.541667,136,B
frame,0.583333,300,B
frame,0.625000,574,P
frame,0.666667,5673,P
frame,0.708333,514,B
frame,0.750000,818,B
frame,0.791667,683,B
frame,0.833333,4064,P
frame,0.875000,418,B
frame,0.916667,1020,B
frame,0.958333,6117,P
frame,1.000000,465,B
frame,1.041667,1036,B
frame,1.083333,5986,P
frame,1.125000,969,B
frame,1.166667,7974,P
frame,1.208333,386,B
frame,1.250000,1772,B
frame,1.291667,8713,P
frame,1.333333,817,B
frame,1.375000,9070,P
frame,1.416667,1057,B
frame,1.458333,10222,P
frame,1.500000,750,B
frame,1.541667,1683,B
frame,1.583333,9565,P
frame,1.625000,893,B
frame,1.666667,1214,B
frame,1.708333,9278,P
frame,1.750000,644,B
frame,1.791667,10771,P
frame,1.833333,917,B
frame,1.875000,10969,P
frame,1.916667,744,B
frame,1.958333,12304,P
frame,2.000000,865,B
frame,2.041667,1301,B
frame,2.083333,14058,P
frame,2.125000,1398,B
frame,2.166667,2006,B
frame,2.208333,1149,B
frame,2.250000,10433,P
frame,2.291667,1418,B
frame,2.333333,1837,B
frame,2.375000,1187,B
frame,2.416667,8342,P
frame,2.458333,1246,B
frame,2.500000,1533,B
frame,2.541667,1086,B
frame,2.583333,6386,P
frame,2.625000,1383,B
frame,2.666667,1622,B
frame,2.708333,1137,B
frame,2.750000,8092,P
frame,2.791667,1404,B
frame,2.833333,1794,B
frame,2.875000,1180,B
frame,2.916667,8725,P
frame,2.958333,1593,B
frame,3.000000,1912,B
frame,3.041667,1287,B
frame,3.083333,9737,P
frame,3.125000,1588,B
frame,3.166667,2146,B
frame,3.208333,1487,B
frame,3.250000,11160,P
frame,3.291667,1602,B
frame,3.333333,2162,B
frame,3.375000,1500,B
frame,3.416667,9958,P
frame,3.458333,1685,B
frame,3.500000,2008,B
frame,3.541667,1553,B
frame,3.583333,10487,P
frame,3.625000,1679,B
frame,3.666667,2062,B
frame,3.708333,1418,B
frame,3.750000,9919,P
