frame,pts_time,size,type
frame,0.000000,1159,I
frame,0.041667,68,B
frame,0.083333,70,P
frame,0.125000,79,P
frame,0.166667,73,P
frame,0.208333,79,P
frame,0.250000,82,P
frame,0.291667,82,P
frame,0.333333,877,I
frame,0.375000,104,P
frame,0.416667,1795,I
frame,0.458333,105,P
frame,0.500000,381,B
frame,0.541667,215,B
frame,0.583333,402,B
frame,0.625000,679,P
frame,0.666667,1357,P
frame,0.708333,235,B
frame,0.750000,455,B
frame,0.791667,631,B
frame,0.833333,3060,P
frame,0.875000,143,B
frame,0.916667,551,B
frame,0.958333,3116,P
frame,1.000000,391,B
frame,1.041667,496,B
frame,1.083333,3147,P
frame,1.125000,333,B
frame,1.166667,2049,P
frame,1.208333,584,B
frame,1.250000,1299,B
frame,1.291667,11641,P
frame,1.333333,1108,B
frame,1.375000,9877,P
frame,1.416667,1215,B
frame,1.458333,11328,P
frame,1.500000,655,B
frame,1.541667,2144,B
frame,1.583333,11425,P
frame,1.625000,972,B
frame,1.666667,2570,B
frame,1.708333,16353,P
frame,1.750000,961,B
frame,1.791667,8637,P
frame,1.833333,1082,B
frame,1.875000,8251,P
frame,1.916667,764,B
frame,1.958333,8392,P
frame,2.000000,789,B
frame,2.041667,1256,B
frame,2.083333,9918,P
frame,2.125000,1113,B
frame,2.166667,1606,B
frame,2.208333,884,B
frame,2.250000,6090,P
frame,2.291667,1188,B
frame,2.333333,1517,B
frame,2.375000,938,B
frame,2.416667,6998,P
frame,2.458333,1374,B
frame,2.500000,1479,B
frame,2.541667,1011,B
frame,2.583333,6995,P
frame,2.625000,1444,B
frame,2.666667,1596,B
frame,2.708333,1041,B
frame,2.750000,7381,P
frame,2.791667,1370,B
frame,2.833333,1155,B
frame,2.875000,6109,P
frame,2.916667,1257,B
frame,2.958333,1292,B
frame,3.000000,6126,P
frame,3.041667,1415,B
frame,3.083333,1692,B
frame,3.125000,1111,B
frame,3.166667,7575,P
frame,3.208333,1447,B
frame,3.250000,1745,B
frame,3.291667,1178,B
frame,3.333333,7855,P
frame,3.375000,1356,B
frame,3.416667,1171,B
frame,3.458333,6972,P
frame,3.500000,1524,B
frame,3.541667,1869,B
frame,3.583333,1328,B
frame,3.625000,9098,P
frame,3.666667,1627,B
frame,3.708333,1915,B
frame,3.750000,1309,B
frame,3.791667,8702,P
frame,3.833333,1290,B
frame,3.875000,6362,P
frame,3.916667,1537,B
frame,3.958333,1434,B
frame,4.000000,8438,P
frame,4.041667,1594,B
frame,4.083333,1424,B
frame,4.125000,8547,P
frame,4.166667,1650,B
frame,4.208333,1369,B
frame,4.250000,7973,P
frame,4.291667,1485,B
frame,4.333333,6469,P
frame,4.375000,1661,B
frame,4.416667,1477,B
frame,4.458333,8247,P
frame,4.500000,1516,B
frame,4.541667,6300,P
frame,4.583333,1483,B
frame,4.625000,7074,P
frame,4.666667,1526,B
frame,4.708333,6603,P
frame,4.750000,1774,B
frame,4.791667,1486,B
frame,4.833333,8277,P
frame,4.875000,5239,P
frame,4.916667,1541,B
frame,4.958333,6753,P
frame,5.000000,1356,B
frame,5.041667,7663,P
frame,5.083333,1212,B
frame,5.125000,7518,P
frame,5.166667,1757,B
frame,5.208333,2158,B
frame,5.250000,1320,B
frame,5.291667,10470,P
frame,5.333333,1679,B
frame,5.375000,1254,B
frame,5.416667,9212,P
frame,5.458333,1320,B
frame,5.500000,7683,P
frame,5.541667,1451,B
frame,5.583333,8068,P
frame,5.625000,1702,B
frame,5.666667,2124,B
frame,5.708333,1291,B
frame,5.750000,11014,P
frame,5.791667,1744,B
frame,5.833333,2004,B
frame,5.875000,1373,B
frame,5.916667,10303,P
frame,5.958333,1658,B
frame,6.000000,1308,B
frame,6.041667,8922,P
frame,6.083333,1126,B
frame,6.125000,7939,P
frame,6.166667,1544,B
frame,6.208333,1243,B
frame,6.250000,9249,P
frame,6.291667,1633,B
frame,6.333333,1719,B
frame,6.375000,1048,B
frame,6.416667,10463,P
frame,6.458333,1560,B
frame,6.500000,1141,B
frame,6.541667,8474,P
frame,6.583333,1711,B
frame,6.625000,1495,B
frame,6.666667,1118,B
frame,6.708333,10826,P
frame,6.750000,1497,B
frame,6.791667,1304,B
frame,6.833333,9181,P
frame,6.875000,1708,B
frame,6.916667,1908,B
frame,6.958333,937,B
frame,7.000000,9522,P
frame,7.041667,1589,B
frame,7.083333,1698,B
frame,7.125000,1292,B
frame,7.166667,9943,P
frame,7.208333,1529,B
frame,7.250000,1321,B
frame,7.291667,905,B
frame,7.333333,11242,P
