frame,pts_time,size,type
frame,0.000000,1193,I
frame,0.041667,70,B
frame,0.083333,71,P
frame,0.125000,13064,P
frame,0.166667,2497,P
frame,0.208333,16822,P
frame,0.250000,23108,P
frame,0.291667,26428,P
frame,0.333333,24430,P
frame,0.375000,18046,P
frame,0.416667,73817,I
frame,0.458333,25686,P
frame,0.500000,13904,B
frame,0.541667,19887,B
frame,0.583333,13996,B
frame,0.625000,47308,P
frame,0.666667,90047,P
frame,0.708333,31056,B
frame,0.750000,41798,B
frame,0.791667,31164,B
frame,0.833333,85473,P
frame,0.875000,28255,B
frame,0.916667,47002,B
frame,0.958333,91670,P
frame,1.000000,36150,B
frame,1.041667,39780,B
frame,1.083333,107419,P
frame,1.125000,54137,B
frame,1.166667,113094,P
frame,1.208333,28020,B
frame,1.250000,44544,B
frame,1.291667,97314,P
frame,1.333333,39972,B
frame,1.375000,93996,P
frame,1.416667,38655,B
frame,1.458333,89314,P
frame,1.500000,24216,B
frame,1.541667,34617,B
frame,1.583333,87523,P
frame,1.625000,20090,B
frame,1.666667,28240,B
frame,1.708333,81411,P
frame,1.750000,27356,B
frame,1.791667,88371,P
frame,1.833333,30779,B
frame,1.875000,87921,P
frame,1.916667,30168,B
frame,1.958333,95004,P
frame,2.000000,25113,B
frame,2.041667,31390,B
frame,2.083333,105848,P
frame,2.125000,14507,B
frame,2.166667,25834,B
frame,2.208333,15370,B
frame,2.250000,90948,P
frame,2.291667,18230,B
frame,2.333333,26242,B
frame,2.375000,16189,B
frame,2.416667,90119,P
frame,2.458333,12350,B
frame,2.500000,23322,B
frame,2.541667,12300,B
frame,2.583333,80106,P
frame,2.625000,12741,B
frame,2.666667,24005,B
frame,2.708333,12794,B
frame,2.750000,85499,P
frame,2.791667,14478,B
frame,2.833333,24174,B
frame,2.875000,13956,B
frame,2.916667,85474,P
frame,2.958333,15176,B
frame,3.000000,26575,B
frame,3.041667,13923,B
frame,3.083333,93440,P
frame,3.125000,14188,B
frame,3.166667,27055,B
frame,3.208333,14899,B
frame,3.250000,95458,P
frame,3.291667,15033,B
frame,3.333333,25622,B
frame,3.375000,14407,B
frame,3.416667,96444,P
frame,3.458333,13476,B
frame,3.500000,26718,B
frame,3.541667,13560,B
frame,3.583333,101176,P
frame,3.625000,13348,B
frame,3.666667,25694,B
frame,3.708333,12598,B
frame,3.750000,103175,P
frame,3.791667,12416,B
frame,3.833333,25901,B
frame,3.875000,12800,B
frame,3.916667,103918,P
frame,3.958333,12751,B
frame,4.000000,26476,B
frame,4.041667,13178,B
frame,4.083333,121763,P
frame,4.125000,13934,B
frame,4.166667,27006,B
frame,4.208333,14170,B
frame,4.250000,122386,P
frame,4.291667,12001,B
frame,4.333333,23266,B
frame,4.375000,12361,B
frame,4.416667,114438,P
frame,4.458333,11677,B
frame,4.500000,21795,B
frame,4.541667,11834,B
frame,4.583333,122418,P
frame,4.625000,11065,B
frame,4.666667,103196,P
frame,4.708333,10690,B
frame,4.750000,20039,B
frame,4.791667,11252,B
frame,4.833333,125125,P
frame,4.875000,10295,B
frame,4.916667,19622,B
frame,4.958333,10634,B
frame,5.000000,127956,P
frame,5.041667,9730,B
frame,5.083333,19010,B
frame,5.125000,9222,B
frame,5.166667,124467,P
frame,5.208333,9141,B
frame,5.250000,18571,B
frame,5.291667,9047,B
frame,5.333333,129923,P
frame,5.375000,8921,B
frame,5.416667,15915,B
frame,5.458333,8969,B
frame,5.500000,129898,P
frame,5.541667,8422,B
frame,5.583333,15481,B
frame,5.625000,8718,B
frame,5.666667,124956,P
frame,5.708333,8606,B
frame,5.750000,15807,B
frame,5.791667,8633,B
frame,5.833333,131955,P
frame,5.875000,8667,B
frame,5.916667,13719,B
frame,5.958333,8856,B
frame,6.000000,127631,P
frame,6.041667,7652,B
frame,6.083333,12486,B
frame,6.125000,7636,B
frame,6.166667,124093,P
frame,6.208333,6781,B
frame,6.250000,11973,B
frame,6.291667,6686,B
frame,6.333333,123015,P
frame,6.375000,6279,B
frame,6.416667,11311,B
frame,6.458333,7038,B
frame,6.500000,130979,P
frame,6.541667,7084,B
frame,6.583333,11565,B
frame,6.625000,7461,B
frame,6.666667,121777,P
frame,6.708333,7682,B
frame,6.750000,10520,B
frame,6.791667,7611,B
frame,6.833333,128642,P
frame,6.875000,7104,B
frame,6.916667,10452,B
frame,6.958333,7215,B
frame,7.000000,119042,P
frame,7.041667,6682,B
frame,7.083333,10368,B
frame,7.125000,6378,B
frame,7.166667,116949,P
frame,7.208333,6209,B
frame,7.250000,10434,B
frame,7.291667,6666,B
frame,7.333333,117452,P
frame,7.375000,6377,B
frame,7.416667,9998,B
frame,7.458333,7030,B
frame,7.500000,122881,P
frame,7.541667,7264,B
frame,7.583333,10517,B
frame,7.625000,7315,B
frame,7.666667,121538,P
frame,7.708333,7145,B
frame,7.750000,10640,B
frame,7.791667,6732,B
frame,7.833333,113827,P
frame,7.875000,6948,B
frame,7.916667,11711,B
frame,7.958333,6653,B
frame,8.000000,128783,P
frame,8.041667,6750,B
frame,8.083333,10890,B
frame,8.125000,6861,B
frame,8.166667,126701,P
frame,8.208333,6929,B
frame,8.250000,12355,B
frame,8.291667,7327,B
frame,8.333333,134289,P
frame,8.375000,6967,B
frame,8.416667,9991,B
frame,8.458333,6880,B
frame,8.500000,119610,P
frame,8.541667,6999,B
frame,8.583333,10825,B
frame,8.625000,6793,B
frame,8.666667,121173,P
